name,review,rating
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"Not only have I used these, but so has my mother. The babies love them, . . . all 6 of them. plus the babies ( 3) that I watch also love them. Theses really are one of the BEST bottles out there.",5
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"I put this set in my registry because these particular bottles have a good reputation.And, believe me, my son loves it!It especially came in handy when I discovered that when my son came out of the hospital, he started to choke on regular nipples.These don't go down his throat as much, so I can definately avoid choking.You can also take the air out of the bags, so it takes away most of the gas.",4
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"Last year, in preparation to our son's arrival, we bought several leading, what I will call ""bottle feeding systems"" (You are not buying just bottles, but also committing yourself to the accessories specific to that brand, so they are systems).  The ones we chose to try were:-Dr. Brown's BPA Free Polypropylene Natural Flow Wide Neck Bottle-Philips AVENT BPA Free Classic Bottles- ThesePlaytex, although in concept very appealing, we did not like because due to their design/material it is hard to get out all of the milk and so some of it always gets wasted.  Also, it is very challenging to measure out exact amounts as the numbers and gradations on the dropins is hard to see.  We stopped using these very quickly.  Although, if you are using formula that is less viscous than milk, these might be work much better.  Plus, Target sells a store version of dropins which a lot of people like, so that helps a lot with the price.Avent bottles are generally very good, and we ended up using them a lot.  Also, we purchased the ridiculesly overpricedPhilips AVENT BPA Free Standard Breast Pump Conversion Kitto be able to use the bottles withMedela Pump in Style Advanced Breast Pump.  The setup works great.  The main problem with the Avent bottles is that if you forget to put in the little ring, the milk will leak all over your child. With the ring in, we never had a leak. We have used both the larger and smaller bottles and nipples N-4, and the above comments apply to all variations.Dr. Brown's bottles are probably the best out of the three.  Like the Avent, we have used both the larger and smaller bottles and nipples 1-4.  With its design, it is harder to assemble the bottle without all the necessary pieces.  We have never had these bottles leak.  The complaints that they are hard to wash are unfounded.  We never had an issue with just throwing them in the dishwasher.  After about nine months of use, some of the markings are slightly coming off, not a big deal.  Also, the number of parts (6 vs Avent's 5 counting the lid) is not as overwhelming as some people on here claim.There seem to be no difference in any of the above bottles when it came to reducing gas.  All of them reduced some, but not all.  Likewise, our son had no preference in the nipples from one bottle to the next among these, although he absolutely hatedThe First Years 3 Pack Breastflow Bottle, so we only tried it once.If I had to pick only one of the above brands, it would be Dr. Brown's.",4
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"I knew I wanted to use these bottles, but didn't know much else about them.  I remembered using these bottles for my brothers and sisters, so I figured they have stood the test of time.  This was a great way for me to try the different selections.  I really recommend the bottles with the slides on the side to let out the air.  Everyone who sees me using it thinks they are great.  We have had no problems with the baby getting too much air.  She burps for us at every feeding.  She is 2 months old so they have gotten a lot of use already.",5
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"While I was pregnant I had heard about these bottles and that they were essentials for breastfeeding moms. I, thinking they weren't ""as pretty"" as other bottles decided to get something else. I tried everything and my baby girl was just not having. I was nearly in tears thinking about going back to work and that my baby would not be able to eat. I spent hours a day trying to get her to eat with other bottles and was so frustrated, worn out, and emotional.I finally got these, and honestly, I couldn't wait to get home to wash them and try them out. I held my breath and gave it a go..I couldn't believe my eyes, not only was she not screaming bloody murder, she loved them. She ate four ounces right then.My advice to all pregnant and nursing moms is GET THIS. Don't delay. Try to introduce a bottle early on (around 4 weeks) and get these because they work. My baby girl loves the latex nipple because it is soft like the breast.If you google coupons for Playtex you can find them all over. I used a $2 off coupon I got from ""liking"" Playtex Drop Ins on facebook and then waited for a sale at Babies R Us (30% off)  and ended up getting this set for about $11, but honestly, I probably would have paid over $100 for them that's how amazing they are!!",5
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"I started using these bottles with my daughter 4 years ago and now I am using them for my son. Both of my kids loved them, never had any spit up or gas problems. Both kids were breastfed but I gave them formula once a day. They never had any problem switching from breast to bottle. I tried avent bottle with my son but he started spitting up. The only reason why I tried Avent was that my son needs more than 8OZ -:) so it is small for him! All in all very happy.",5
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,This kit has everything you need to start your baby off on disposable bottles. Assorted sizes and nipples that give you and your baby a great variety.,4
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"I also tried the Avent brand bottles which were given to me as a shower gift, but I was disappointed because they leaked. At a friends suggestion, I tried the playtex disposables and love them. My son is 4 weeks old and has no problem at all with these bottles. The natural style clear silicone 'slow flow' nipple seems to work best for him and I like that you can release air from the disposable liners before feeding. I have had no trouble at all with these bottles leaking. As a first time mom, I am very pleased and confident with this product. Highly recommend!",5
Playtex Drop-Ins Original BPA Free Nurser Newborn Starter Set,"I love that you can pump, freeze and feed all from the same liner.  You have to buy the Playtex pump adapter kit to be able to do that but I think its still much cheaper than using milk storage bags.  Clean up couldn't be easier either, just throw it away.  That feature is great when traveling as well. You don't have to worry about your bottles not being clean because you use a fresh liner and the milk stays there until baby gets it, not getting transferred around from bottle to bag to bottle again.  I also liked that the liner was able to collapse on itself and didn't for a vacuum for baby to fight against like some bottles do.  I did have a few issues with the bottles leaking if they weren't screwed on just right but I think that happens if any bottle isn't screwed on right.  Bottom line is my Huband and I loved the Playtex system for breastmilk feeding/storage and we still use it now that we switched to formula at 9 months.",5
Custom Fit KidCo Configure Gate - White,"I bought this gate after reading all of the positive reviews. I have to agree, I really like it! It was easy to put together (despite not having instructions) and it feels very stable. Also, measure your space very carefully. I measured wrong and had to order an extra extension. In total, I have the main gate plus three 24"" extensions.",5
Custom Fit KidCo Configure Gate - White,"We've had the basic gate setup for over 5 years now and it is holding up beautifully.  Our only want for it during that time has been an automatic closing mechanism.  Bungee cords will work, but are less than ideal for that since they are a tad unsightly and somebody still needs to latch it.  Aside from that lone issue however, nothing has become loose, noticeably worn, or broken in that time.  It has stood up well to thousands of open-close cycles and has been terrific for controlling access for our dogs, as well as for corralling our now 4 year old son who has been able to open it since he was about 3.This has been an outstanding value for us and I would definitely choose it again.",5
Custom Fit KidCo Configure Gate - White,"I absolutely love this gate!!! It is safe, study and easy to opporate. It is the only gate that would sucessfully block off a hallway in my house. It is well worth the money. I wasted my money on many other cheaper gates before buying this one.",5
Custom Fit KidCo Configure Gate - White,"This is a great gate for making any area off-limits to babies and toddlers.  It is especially good for low-traffic areas, such as surrounding a fireplace.  If using it in a higher-traffic area, be aware that there is a small base that you will need to step over (you can see what I mean in the picture).  The three segments plus optional extra segments can be positioned to fit any angle imaginable.  The gate itself is very easy to use, but not so easy that your little ones will be able to open it on their own.  Not only is it easy to install, but it is also easy to take down and reinstall if necessary.  I've tried the cheaper models, and it is worth paying a little more to get this one.",5
Custom Fit KidCo Configure Gate - White,"I have two of these gates. The first is great, the second (which I bought from Amazon) is noticeably less well made. The gate will not stay open, and unlike the other gate (same model number), the door latches only at the top, not at top and bottom. It's thus much less secure. It also doesn't shut properly - the latch doesn't engage unless you push down on the gate.",2
Custom Fit KidCo Configure Gate - White,"We needed a gate for a really wide space between our family room and kitchen and this gate works perfectly.  It doesn't look terribly cheesy.  The gate is easy to open and close, but not so easy that our toddler can figure it out.",5
Custom Fit KidCo Configure Gate - White,I have an area that is unusually hard to fit for a baby gate. This is the only gate that would work for me! You really can bend each little 2 foot section any which way to fit your needs. The gate part is easy enough for my older kids but also difficult enough for the little ones to stay put. I would've been lost without this gate!,5
Custom Fit KidCo Configure Gate - White,Fairly Easy to install. Nice and sturdy. Perfect for our wide area. You can even take the gate down conveniently if you don't need it up at all times. It just slips right into the grooves (hardware) that is installed into the wall. We are very pleased with this gate! I would recommend this product to everyone!,5
Custom Fit KidCo Configure Gate - White,This is a great gate.  We were looking for a gate to go around our fireplace as soon as our son started to crawl.  We researched numerous gates and found this one to be the best.  It is fairly easy to install and is very sturdy.  It is very easy to open the gate.  We had to buy the 24 inch extension to add to the gate and this was easy to install as well.  What I really liked about this was the fact the mounting for the gate is set up a little higher on the wall.  This makes is much easier to install as you dont have to worry about the baseboards. We have two other gates on our stairs and in each of these you had to deal with the baseboard because of the low mounts.,5
Custom Fit KidCo Configure Gate - White,"I love this gate.  We live in a town house, and the wall next to our staircase doesn't have any studs in it, and the stairs would move from a pressured gate.  The front door is also located in front of the stairs, so we wanted a gate that would block access to the stairs, and also block the front door so I wouldn't have to worry about my son getting in front of the door incase daddy walked in.  It is very sturdy and strong.  It is much stronger when you have the gate curved rather then straight.  I would highly recommend this gate for anyone stuck in a fickle with dimensions.",5
Custom Fit KidCo Configure Gate - White,We bought two different kinds of Gates for our living room area.  We bought the Kidco Configure gate and the Kidco Elongate.The elongate was to cover an area of 84"".  The elongate can only go straight across and opening.  It's extension are screwed together and have an overlap. So the gate is not actually straight across.  We are very disappointed in this purchase and wished we had bought two Configure gates.  Took us some time to screw the extension in and then to screw the supports in and then to mark it on the wall.  Took us over an hour.The Configure gate is on the pricey side.  We almost did not buy it.  But it has two different size extension pieces and you can bend and configure it to the space you need.  We use it at the bottom of our stairs and it bows out to give you an area so that the gate is not up against the stairs.It was so easy to add the extension piece on.  You just snap out the pole and add the extension piece.  You can bend the gate different ways to fit in the opening.To Mount on the wall you just mark the screw holes and screw in the plate then snap the gate on.  It was mounted on the wall in less then 20 minutes.  It was very sturdy.I highly recommend this gate.,5
Custom Fit KidCo Configure Gate - White,"Previously, we were using a wide gate from Evenflow to block the 64"" entry into our kitchen from our mudroom.  The Evenflow gate had a plastic block that served to stabilize the pivot point at which the gate opened.  It had cheesey rubber feet on the bottom that never actually kept the thing from sliding, so we changed to this gate.Wow.  Unbelievably solid.  It was expensive, but I'm glad we changed to this one.My only 2 quibbles with this are the fact that it's only adjustable to a point (some gates have a slide & screw method to make an exact fit) and you cannot mount the entry gate at an end - it MUST be in the middle, or if you get extenders, just not at one of the ends.",5
Custom Fit KidCo Configure Gate - White,This is the first gate the actually accomodates our irregular stairway.  It is adjustable and so versatile.  It is sturdy enough that I haven't even mounted it to the walls.  I absolutely recommend this gate.  I wish I had known about it with my oldest daughter.,5
Custom Fit KidCo Configure Gate - White,"you get what you pay for in price and lemme tell you it's amazing!!! BUY IT! you wont regret it...need a simple gate for stairs, or one for a fireplace, large opening, work out area like a treadmill or entertaiment center this thing works for anything!",5
Custom Fit KidCo Configure Gate - White,"I love this gate!  I cannot stress enough how wonderful this gate is, and it's worth every penny!  We had purchased the Safe and Secure gate, because it fit our opening and was $80 cheaper than the Configure Gate, it was such junk that we ended up returning it and spending the extra $$ for the configure gate.  It is easy to install, and easy to open and close.  This is the best gate out there!",5
Custom Fit KidCo Configure Gate - White,"...of this gate.  We were a little skeptical about it at first, as with anything we buy online, but it has been awesome.  It's a very sturdy gate with easy mechanics.  Very simple.  We bought for the top of our extra-wide stairway 5 minutes after our 7-month-old took his first tumble.  We are so much more relaxed now because we know the gate will keep him safe.  It's more attractive than we had anticipated.  As for the quality...it's very sturdy and easy to install if you have studs in the right places and a power drill.  My guess is that those who rated it poorly either installed it wrong or didn't attach it to studs.  Great product.  Worth every penny.",5
Custom Fit KidCo Configure Gate - White,"We use one of these at the top of our stairs, and one at the bottom.  We have a wrought iron railing and this goes all the way around it.  It is phenomenal.",5
Custom Fit KidCo Configure Gate - White,"The Kidco gate is wonderful.  As many others, I was hesitant in spending a lot of money on a gate.  My son however knocked down everything else.  We purchased the gate and were so suprised at how well it worked.  Very easy to install and very easy to use.",5
Custom Fit KidCo Configure Gate - White,This product would be very helpful but the bars are bent and the the angles that are not attached to the wall are not sturdy.  We wanted it to be a secure gate that would keep our son from falling down the stairs.  We will keep it because it is better than nothing but we will still have to watch him closely so that he doesn't push it down and fall.,3
Custom Fit KidCo Configure Gate - White,I was pleasantly surprised by the construction of the bars and the hinges of this gate.  The coating on the metal is very nice to the touch.  The wall attaching mechanism is easy to figure out.  I only wish they had suggested that drywall anchors might be needed to secure this to the wall.  I also bought the black fireplace gate (also by Kidco) and am very pleased with that too.  My 9-month old enjoys standing up holding on to the bars and it has made life so much easier now that she can't get into certain hazards on the other side of the gate.  My only complaint would be that adjusting the hinges between sections is moderately painful to my hand but this is only necessary to do while setting up the position of the fence and not a daily problem.  The gate opening mechanism is a great design.,5
Custom Fit KidCo Configure Gate - White,Installing them together was pretty tough but I manage somehow to mount them on the wall.,4
Custom Fit KidCo Configure Gate - White,"I purchased a ConfigurGate that is now outside of warranty. They no longer sell replacement parts for a poorly designed plastic part that supports the gate near the hinge point.  Instead, they offered to sell me a new door for almost $100 (Price gouging) whereas the retail price on a whole new gate is not much more. It is probably about a 50 cent part that is broken.  Based on poor design and lack of parts support, I would not buy another product from KidCo.",1
Custom Fit KidCo Configure Gate - White,"This is very sturdy and the door that swings both ways is such a nice feature.  I cannot say enough good things about this gate!  We have a open floorplan in our home and this gate is about the only one that would fit the large opening in our entryway.  This was able to withstand everything my triplet daughters did to it for the last 3 years, and is none worse for the wear.  I would highly recommend this gate to anyone, it is worth every penny!!",5
Custom Fit KidCo Configure Gate - White,This is the best baby gate ever!  We initially bought it over 2 years ago for my son to block off a large hallway...this gate was the only one big enough for the hallway.  It is VERY simple to install.  Now we have it in a different house for our second son.  My now 3 year old can open it by himself (which we wanted).  It was simple to bring with us on the move and easy to install again.  I recommend this gate to ANYONE who is looking for a gate for large openings!  We had MANY compliments from friends (who are also parents) about our gate after they had been at our house and used it.  Don't pick any others!  This one is it!,5
Custom Fit KidCo Configure Gate - White,Got this 2 1/2 months back when my son was 9 months old. Its still holding up to his constant abuse - which happens everyday now. He likes to step up to it and rattle it like crazy :) but the gate doesn't seem to budge at all. Have 2 of these. This will continue to be useful as we're planning to get a dog soon. Highly recommended for kids and pets.,5
Custom Fit KidCo Configure Gate - White,"I purchased this along with another 24"" and an 8"" extension and used it to corner off our TV stand.  Originally my husband was not into having a baby get in front of the TV because it might obstruct the bottom of the TV screen, but it didn't.  The gate latches easily for us to access the game consoles, but not for our little boy to get into.  The wall mounting was easy to install and very secure, and if you need to remove the gate, the gate detaches from the mounting with ease.  Unlike many other baby gates, the kids can't climb this one as fast because of the direction of the tubes and there are no ledges for them to step on.",5
Custom Fit KidCo Configure Gate - White,"I run an in-home daycare in a townhouse in addition to having my own young children.This gate is by FAR the sturdiest gate I've used and it is my absolute favorite.  I have 4 different baby gates.  We used it in a previous home to surround the fireplace but have it in use for keeping children in the playroom across a large doorway now.The gate is attractive, too!  I don't feel like I'm keeping the children ""trapped"" like with other gates.My only issue is that my oldest daughter figured out how to open the gate at the age of 2.  However, by then she understood and obeyed when I told her WHY she couldn't go through the gate.This gate is also taller than the average baby gate, which I love for my 12 month old climber.  She stacked pillows and climbed over the first gate I installed in that doorway.",5
Custom Fit KidCo Configure Gate - White,"This is a great gate to display.  We needed to put a gate around our Christmas Tree and this worked perfectly.  It looked nicer than most of the other cheaper gates.  We needed to buy two of them, however, which was expensive, but we plan to use this after Christmas around our fireplace and other off limit places.  I definately recommend this product.",5
Custom Fit KidCo Configure Gate - White,"We have used this gate since our oldest started moving around. Now 3 years and another child later it is still functioning great! It still looks and works as well as on day 1.We picked this for the top of our stairs so we could have a ""landing"" at the top. We did not like other gates where you have to balance on the top stair, with a baby in your arms, to open or close the gate.It is easy to open, but not for little ones. My 3.5 year old still cannot open this on his own.I would buy this same gate in a heartbeat.",5
Custom Fit KidCo Configure Gate - White,Can't say enough good things about it!  Best gate system on the market by a landslide![...],5
Custom Fit KidCo Configure Gate - White,"We have weird staircases in our house with stairway walls that don't line up and banisters that make standard gates impossible.  This is the only gate that would work in sealing off our 2nd floor main living space from the stairs that lead to the foyer/finished basement below.  (See my pic above)  The joints allow you to customize the angle at which the gate extends from the walls.  If you need to remove it completely (say, if you are having furniture delivered), you can do so by pressing on the tabs at the top of each wall mount.  It's a handful, but one person can do it.We actually have two of these gates, since the stairway up to the bedroom level has similar issues that make most hardware mounted gates impossible.  In that case, we have the gate configured in a 90 degree angle, and it works equally well.As for operation, it is easily opened with one hand (while carrying your little one) and yet secure enough that our 13-month-old has yet to figure out how to do so himself.  When open, the doors stay open without swinging shut automatically, good for people who have pets and want them to be able to roam freely when the baby isn't home or is asleep in his crib.  (We have two cats, one of whom can easily jump the gates, one of whom cannot.)Of course, it's one of the most expensive hardware mounted gates sold, but well worth it in terms of flexibility and ease of use.",5
Custom Fit KidCo Configure Gate - White,"I have to agree that this is well worth the money if you have a large door area, especially with high traffic.  I actually got this gate as a hand me down with two extension panels.  I was able to instal it myself in an hour or so, and it was very easy (I have had less luck with other brands).  It is attractive, sturdy, and easy to use.  It is expensive, but is worth it!",5
Custom Fit KidCo Configure Gate - White,"After spending hours researching, we decided to purchase two Kidco Configure Gates (one around our crystal china cabinet and one in our family room). Worth every penny. Although a bit expensive, it has kept our 14 months old twin girls within the safety boundaries. We're planning to buy two more for the stairways.",5
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,my newborn soaks these in a single shot. In a couple of months they'll be useless except for furniture dusting duty.,1
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,"My mom used Gerber cloth diapers on me and my 3 siblings when we were growing up and I believe the quality of the ones made back then must have been better than what I've got today. I bought a pack of 12 and 2 of them ripped at the seams during their first wash. They don't seem to be very absorbent at all - they wick through my son's diaper covers and clothes. They do make good burp rags, though. I bought some of the chinese prefolds and I'm hoping to have better luck with them.",2
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,After searching for burp cloths my girlfriend recommended using these.  Let me tell you...it was the best purchase I made.  They are the perfect size and are very absorbant.  I have yet to be surprised with what these diapers can't do!,5
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,"These burp clothes are extremely thin.  They are so gauzy that you can see through them, so they won't even work for a game of ""peek-a-boo""!  These were not thick enough for me to use as a burp cloth, let alone the ""premium"" diaper it is touted to be.  These would not work in our house even as a dish cloth, let alone absorbing any type of baby mess!The only reason I didn't give only a single star is because Gerber was very nice about giving me a refund on these - they guarantee all their products.  I just don't think they described accurately what you are getting.  They are definitely not the diaper service quality, however, if you don't have 3 different levels of diapers to choose from at your local store, how would you even know that there were different grades of diapers when it says ""premium"" on the package?  They need to be more descriptive in their product packaging.  For burp cloths, I prefered the Kooshie baby brand which are very absorbant, very soft and durable as well.",2
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,I had these exact same burp clothes when I gave birth in 08 to my son so I figured with my second pregnancy I would buy them again big mistake they are made cheaper NOW you can see right through them I am going to have to fold them in half just so it will not go through on to my clothes I do not even think they will make it through a wash load what a disappointment they are worth maybe a dime each at best It is kinda hard to tell how thin they are unless you open the package I would suggest passing these up,1
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,"I purchased these to make burp cloths. I washed them, then sewed fabric to the center piece to customize them. We used the burp cloths for months!",5
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,"I used disposable diapers with my first two children and will use disposables again.  However, on the persistance of my mother, I did purchase some cloth diapers.  These were a life saver.  These are excellent when the baby has diaper rash, but you can't let them go completely nude.  The cloth breaths much better that plastic.  If your baby has diaper rash, these are a must!",3
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,I love these cloth diapers. I use them everyday to care for my newborn. I mostly use them as burp cloths and as extra protection for the changing pad during diaper changes. They wash up great. I would highly recommend these cloth diapers.,5
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,"These are not like the diapers I used back when my child was an infant.  They are thin, non-absorbent, and are useful only as diaper liners.  (But why soil two diapers if one good one would suffice?) Instead, buy Chinese prefolds.",1
Gerber 12-Pack Prefold Birdseye 3-Ply Cloth Diapers with Padding - White,"I was excpecting great quality from the Gerbers prefolds I received a couple of weeks ago. I was very disappointed. They were so thin and cheaply sewn that I could not use them individually for my son. I had to sew two of them together to even make them thick enough to absorb a small amount of liquid. After one time through the wash, the edges of the cloths were fraying. These are not made to last and I would not purchase them again.",1
Gerber Diaper Service Cloth Diapers (6-pk.),"The item pictured and described is not the item you will recieve.  I ordered 4 pakcages of these diaper service diapers and got a completleydifferent diaper.  These are thicker, better quality and have blue stitching and ""Gerber"" stamp on them that distinquish them to be the diaper service diapers.  The diapers I got were thinner, plain white and had no stamp. Buyer beware!  You will not get what you see in this current photo!",1
3-in-1 Fold and Go Changing Kit,"This little thing is very handy. No, there is no padding under the mat. That's okay with me - I wanted something really compact. 2-3 diapers fit comfortably in the netting; 4 is a squeeze. That was nice when I had 2 kids in diapers because I could put 2 of each size in the pocket. The great thing about this is that you can just grab it and go - no need to take the whole bulky diaper bag into the bathroom. We ended up having a much smaller diaper bag as a result. It is actually one of the Old Navy messenger bags.The wipes holder is hard plastic, which I like. Unfortunately we stepped on it and it cracked. We bought a replacement one - it is standard size.",5
3-in-1 Fold and Go Changing Kit,I love this product. What a great deal.  It was always a pain to haul around a huge diaper bag everywhere.  I will buy this for the next shower I go to.,5
The First Years Nature Sensations Lullaby Player,"This lullaby player is wonderful. Our baby is 4 1/2 months, and we've had to go into her room several times/night to replace her pacifier for 4 months(didn't have the heart to let her cry it out). The lullaby player has helped us in teaching her to go to sleep on her own. She no longer has a pacifier in her crib. I wanted to use the rainfall or ocean sounds for white noise, but it turned out our baby liked the lullaby setting better.The voice activiation is why I bought it and why it works so well. We rarely go into her room at night now, because as soon as she cries, the player turns on.The only bad thing is a really bad thing. It just inhales the batteries. I assume it uses them so quick because it has to be on all night so the voice activation can be ready. But, we have to replace batteries AT LEAST one a week. This product would be perfect if it could be plugged in.",4
The First Years Nature Sensations Lullaby Player,"This product was not was I expected. It didn't fit on the side of my crib, the sounds were not at all nice, and the voice activation required the baby to be almost screaming in order for it to turn on. So far this is the only thing I have had to return.",2
The First Years Nature Sensations Lullaby Player,"This little gadget has been really handy.  We live in an urban area where noise is constantly waking up baby.  The relaxing sounds this &quot;thing&quot; makes covers up a lot of those noises so that they don't wake baby up.  I'm also able to snap the crib bar into the upright position now without startling my little girl.The lullably player offers a few choices of sounds.  We like the ocean waves the best.  The sound of the rain storm is also nice.  (The lullaby tune and the heart beat sounds are a bit too mechanical and rigid sounding and don't really calm baby down.)I didn't have a problem with the batteries being used up quickly.  I think they lasted about 2 weeks.  (You have to make sure to turn the unit off during the day when you're not using it.)  When I did have to change the batteries, though, I found it VERY difficult to get to the battery section.  (I still haven't figured out how to get into that battery section to change the batteries)Another problem with this unit is that it's supposedly has the ability to turn itself off after 15 minutes.  For some reason, mine stays on all night, though this really hasn't been a problem for us so far.The night light isn't really practical, either.  When we check on baby at night, we find that it's easier and dimmer when we turn a light on in a neighboring room.Despite its problems, I found the unit very helpful.  ...Now I just need to figure out how to change those batteries!",4
The First Years Nature Sensations Lullaby Player,"We've owned the player for about 5 months and our daughter loved the music and night light. However, one day, there was a loud pop and when we opened it up, the batteries were leaking. The company's warranty says it doesn't cover the product under battery leakage. So they know about the problem, but they will not fix it. And the batteries do not last long in this product. Buyers beware, pick a safer option for your children.",1
The First Years Nature Sensations Lullaby Player,"after reading the reviews i decided to purchase this for my 5 mth old son who was sleeping only 1 to 2 hours at a time at night. once my husband and i figured out that it must be street noise that was waking him (noises a fan could not block), we decided to try this product - a bonus was that it attaches to the crib. it worked great - my son is sleeping for 4 + hours at a time. it does eat batteries - especially being run all night. we tried rechargable batteries, but those were drained in hours. we decided to return this product and we purchased an actual white noise machine by marpac. it plugs in, and is small enough to be close to the crib and loud enough to effectively block street noise. another drawback to this product is that the sounds are not that great of quality - especially the lullabies. the rain is the only tolerable sound and it just sounds like static. if you have a problem sleeper, invest in a real white noise machine that plugs in.",3
The First Years Nature Sensations Lullaby Player,"I loved this item BUT the batteries were ALWAYS dying. This thing just sucks the life out of batteries like you wouldn't imagine.  It is a great idea and my son loved it, but do NOT plan to use it the whole night or many nights or you will find it dead in the morning.",3
The First Years Nature Sensations Lullaby Player,i bought this to help my 10 week old baby sleep better.  and ever since i have started using this she sleeps better and longer.  the lullaby mode sounds a little wierd but i use it for the heartbeat and waves!,5
The First Years Nature Sensations Lullaby Player,"This is a great product, but more sound options would be nice (which is the only reason I gave it 4 stars).  Other than that, the automatic shutoff feature is very nice.  We keep this attached to our son's bassinet which is by our bed.  The nightlight is absolutely perfect for checking on a sleeping baby (without waking anyone sleeping in the bed next to you).  I havent had any problems with it eating up batteries at all.",4
The First Years Nature Sensations Lullaby Player,"I have used this since my daughter was born, from her bassinet to her crib. She has been sleeping all night since she was 8 weeks old. She is now 15 months old and I still use it to put her to sleep and comfort her if she should wake up. It now sits on her dresser and I just use it from there.(she liked to mess with it too much as she got older). I have taken it with me on road trips and the sounds comfort her as if she was at home. I love this product and if I had to pick 5 of my favorites, it would be on top!Yeah, it eats batteries, I have to replace mine about every 3-4 weeks. But so what, she sleeps well and and goes to sleep on her own. And so what if the sounds are not perfect clarity, they work great as &quot;white noise&quot;. I have even put it on a few extra times to put myself to sleep listening through the baby monitor. :)",5
The First Years Nature Sensations Lullaby Player,"The Nature's Lullaby Player is easy to attach to the baby's crib or bassinet.  It features a soft light that quietly turns on and off with a push of a button.  Of the four sounds it offers, we like the rainfall - it provides a soft &quot;white noise&quot; that you can set to automatically turn off after a few minutes.  We use this almost every night for our newborn.",4
The First Years Nature Sensations Lullaby Player,"I love this. I think this is a great item, I love the fact if the baby starts crying it will automatically come on which will help the little one get back to sleep .... I think that little bit of extra sleep is worth every penny.",5
The First Years Nature Sensations Lullaby Player,"My son loved this lullaby player from 3-6 months, but about the 7th month he started to realize that the sounds on the lullaby player meant it was bedtime, and the fight to get him to sleep was horrid after he'd hear the sounds.  He's at the age where he really fights it. We love our Ocean Wonders Aquarium now, and we have the Crib CD player and he loves that too.  I would definitely recommend the crib cd player and some baby einstein classical cds over this player.",2
The First Years Nature Sensations Lullaby Player,"This was a definite must have.  My 3 month old son gets startled very easily and would wake up 2 maybe 3 times a night.  My husband and I would try to let him cry himself back to sleep but after 5 minutes his little wimpers would become wails and sobbing so we would have to get up and console him.  After several nights this way I saw the Nature's Lullaby Player and decided to try it out.  The first few nights he would still get up but now it was only once or twice.  Then the night came when he would startle, wimper and then the Lullaby Player put him back to sleep.  Yes!!!! We no longer need to get up with him.  My only complaint is that it takes a lot of batteries and the heartbeat could be a little softer sounding (it doesn't sound like it does in the womb).",5
The First Years Nature Sensations Lullaby Player,"Our son had problems falling asleep and staying asleep for the first 3 or 4 months.Luckily, we bought this product and have been using it every night since.My son is now 13 months old and turns this on himself when he goes to bed or wakes up in the middle of the night.  This seems to be his favorite crib toy.And it still works wonders on getting him to sleep when he is not feeling good, extremely tired or fussy.The voice activation feature is a great idea!  It's the only way to go.The night light is also an awesome feature.  It's not too bright and not too dark.  The button to turn it on is easy to find in the dark.  It's great to use to check on the baby, change the baby's diaper, etc.  (It's not too bright to turn on and wake your spouse if your baby is sleeping in your room)This product is just such a good buy.It clips onto the crib, bassinet or play yard.  We have used it on all three.This was definitely a life saver for my husband and I, especially the first 4 months.It's also very durable.  We have never had a problem with this and it still looks as good as it did when we first bought it.This is a wonderful gift to give to new mothers or mothers-to-be.  They will probably get quite a bit of use out of it.",5
Koala Baby - Portable Crib Sheet - Pink,"I have purchased two of the pink Koala Baby portable crib sheets and one crib skirt.  The sheets fit the portable crib mattress tightly and held up well through the wash.  The crisp color faded a bit after washing and drying several times, but the color still matches the crib skirt well.  I would purchase this product again if in need.",5
